player,game_id,is_home,margin,period,shot_made,shot_type,x,y
Dwyane Wade,90,0,4,2,1,Jump Shot,-183,199
Dwyane Wade,90,0,6,2,1,Layup,-26,51
Dwyane Wade,90,0,9,2,1,Layup,17,53
Dwyane Wade,90,0,11,2,0,Jump Shot,7,108
Dwyane Wade,90,0,13,2,1,Special Jump Shot,-4,87
Dwyane Wade,90,0,10,2,0,Jump Shot,-209,45
Dwyane Wade,90,0,16,3,1,Special Jump Shot,-43,163
Dwyane Wade,90,0,18,3,1,Dunk,0,48
Dwyane Wade,90,0,10,4,1,Special Jump Shot,2,76
Dwyane Wade,90,0,5,4,0,Special Jump Shot,-35,188
Dwyane Wade,90,0,5,4,0,Special Jump Shot,-82,91
Dwyane Wade,90,0,5,4,0,Special Jump Shot,32,62
Dwyane Wade,90,0,5,4,0,Layup,-19,61
Dwyane Wade,91,1,2,1,0,Jump Shot,144,61
Dwyane Wade,91,1,-3,1,1,Special Jump Shot,132,215
Dwyane Wade,91,1,-3,2,1,Layup,0,62
Dwyane Wade,91,1,-10,2,1,Layup,9,50
Dwyane Wade,91,1,-1,2,0,Jump Shot,-232,65
Dwyane Wade,91,1,1,3,0,Jump Shot,-196,75
Dwyane Wade,91,1,3,3,0,Jump Shot,-81,192
Dwyane Wade,91,1,10,4,1,Jump Shot,28,263
Dwyane Wade,91,1,11,4,1,Layup,6,57
Dwyane Wade,91,1,9,4,1,Jump Shot,-120,215
Dwyane Wade,92,0,2,1,1,Jump Shot,146,133
Dwyane Wade,92,0,5,1,1,Layup,-5,61
Dwyane Wade,92,0,7,1,0,Special Jump Shot,89,72
Dwyane Wade,92,0,7,1,0,Jump Shot,95,237
Dwyane Wade,92,0,5,2,1,Layup,13,54
Dwyane Wade,92,0,8,2,1,Jump Shot,-202,64
Dwyane Wade,92,0,5,2,0,Layup,10,73
Dwyane Wade,92,0,13,2,0,Layup,-23,59
Dwyane Wade,92,0,5,3,0,Jump Shot,-155,144
Dwyane Wade,92,0,7,3,1,Dunk,29,50
Dwyane Wade,92,0,20,4,1,Special Jump Shot,-112,78
Dwyane Wade,92,0,20,4,0,Jump Shot,116,198
Dwyane Wade,92,0,20,4,0,Jump Shot,10,206
Dwyane Wade,92,0,24,4,1,Dunk,13,40
Dwyane Wade,93,0,2,1,0,Layup,-11,57
Dwyane Wade,93,0,4,1,0,Layup,21,70
Dwyane Wade,93,0,13,1,1,Jump Shot,110,78
Dwyane Wade,93,0,11,2,1,Layup,-4,54
Dwyane Wade,93,0,9,2,0,Special Jump Shot,-103,226
Dwyane Wade,93,0,11,2,1,Special Jump Shot,-7,166
Dwyane Wade,93,0,4,3,0,Jump Shot,-46,206
Dwyane Wade,93,0,3,3,1,Dunk,-15,48
Dwyane Wade,93,0,-2,4,1,Special Jump Shot,-183,67
Dwyane Wade,93,0,-2,4,0,Jump Shot,-175,62
Dwyane Wade,93,0,-2,4,1,Dunk,21,57
Dwyane Wade,93,0,-6,4,0,Special Jump Shot,89,87
Dwyane Wade,93,0,-7,4,0,Jump Shot,-120,277
Dwyane Wade,94,1,-2,1,1,Jump Shot,162,190
Dwyane Wade,94,1,0,1,1,Special Jump Shot,-26,91
Dwyane Wade,94,1,0,1,1,Layup,-7,53
Dwyane Wade,94,1,-4,1,1,Special Jump Shot,86,84
Dwyane Wade,94,1,-6,1,1,Layup,15,59
Dwyane Wade,94,1,-7,2,1,Special Jump Shot,-134,158
Dwyane Wade,94,1,-4,2,0,Jump Shot,-175,70
Dwyane Wade,94,1,-4,2,1,Layup,-7,56
Dwyane Wade,94,1,-17,3,0,Jump Shot,94,195
Dwyane Wade,94,1,-13,3,0,Jump Shot,-56,165
Dwyane Wade,94,1,-9,3,0,Jump Shot,-100,204
Dwyane Wade,94,1,-6,4,1,Special Jump Shot,18,168
Dwyane Wade,94,1,-4,4,0,Jump Shot,121,196
Dwyane Wade,94,1,0,4,0,Jump Shot,-153,169
Dwyane Wade,94,1,2,4,1,Special Jump Shot,70,95
Dwyane Wade,95,1,-1,1,1,Jump Shot,111,192
Dwyane Wade,95,1,6,2,1,Jump Shot,4,106
Dwyane Wade,95,1,6,2,1,Layup,-23,69
Dwyane Wade,95,1,4,2,1,Dunk,13,54
Dwyane Wade,95,1,-4,3,0,Jump Shot,-130,143
Dwyane Wade,95,1,-10,3,1,Dunk,9,61
Dwyane Wade,95,1,-8,3,0,Jump Shot,72,62
Dwyane Wade,95,1,-13,3,1,Jump Shot,-100,114
Dwyane Wade,95,1,-12,4,0,Layup,9,54
Dwyane Wade,95,1,-9,4,1,Jump Shot,-34,72
Dwyane Wade,95,1,-9,4,1,Jump Shot,47,111
Dwyane Wade,95,1,-13,4,0,Jump Shot,133,169
Dwyane Wade,95,1,-15,4,1,Jump Shot,58,78
Dwyane Wade,96,1,-2,1,0,Jump Shot,-59,166
Dwyane Wade,96,1,-2,1,1,Layup,20,64
Dwyane Wade,96,1,-4,1,1,Layup,4,54
Dwyane Wade,96,1,-2,1,0,Layup,13,45
Dwyane Wade,96,1,-1,1,0,Special Jump Shot,-64,171
Dwyane Wade,96,1,4,1,1,Special Jump Shot,-112,177
Dwyane Wade,96,1,2,1,1,Layup,-7,61
Dwyane Wade,96,1,4,1,0,Layup,-23,65
Dwyane Wade,96,1,4,2,1,Jump Shot,-98,184
Dwyane Wade,96,1,6,2,0,Special Jump Shot,-116,174
Dwyane Wade,96,1,5,2,1,Special Jump Shot,9,113
Dwyane Wade,96,1,9,2,1,Alleyoop,2,57
Dwyane Wade,96,1,11,2,0,Special Jump Shot,89,110
Dwyane Wade,96,1,6,3,1,Layup,15,59
Dwyane Wade,96,1,12,3,1,Jump Shot,-57,84
Dwyane Wade,96,1,13,3,1,Special Jump Shot,-119,76
Dwyane Wade,96,1,12,3,1,Dunk,7,57
Dwyane Wade,96,1,4,4,1,Layup,6,53
Dwyane Wade,96,1,6,4,0,Special Jump Shot,31,87
Dwyane Wade,96,1,6,4,0,Jump Shot,173,251
Dwyane Wade,96,1,4,4,1,Special Jump Shot,34,141
Dwyane Wade,96,1,6,4,1,Layup,-11,57
Dwyane Wade,96,1,3,4,1,Dunk,9,53
Dwyane Wade,96,1,3,4,0,Jump Shot,-30,226
Dwyane Wade,97,1,3,1,0,Layup,24,69
Dwyane Wade,97,1,1,1,1,Special Jump Shot,17,130
Dwyane Wade,97,1,5,2,0,Special Jump Shot,37,108
Dwyane Wade,97,1,5,2,1,Layup,24,57
Dwyane Wade,97,1,-5,2,1,Layup,20,57
Dwyane Wade,97,1,-3,2,0,Jump Shot,28,121
Dwyane Wade,97,1,-1,2,1,Special Jump Shot,20,152
Dwyane Wade,97,1,-3,2,1,Layup,7,57
Dwyane Wade,97,1,-5,3,0,Special Jump Shot,130,117
Dwyane Wade,97,1,-3,3,1,Hook,92,56
Dwyane Wade,97,1,-10,3,1,Jump Shot,236,65
Dwyane Wade,97,1,-16,4,0,Special Jump Shot,13,209
Dwyane Wade,97,1,-21,4,1,Jump Shot,-232,72
Dwyane Wade,97,1,-20,4,1,Layup,21,61
Dwyane Wade,97,1,-20,4,0,Jump Shot,-213,171
Dwyane Wade,97,1,-21,4,0,Special Jump Shot,159,65
Dwyane Wade,98,0,-3,1,1,Dunk,15,62
Dwyane Wade,98,0,-1,1,0,Special Jump Shot,135,44
Dwyane Wade,98,0,-5,2,1,Jump Shot,-185,236
Dwyane Wade,98,0,-5,2,1,Dunk,13,83
Dwyane Wade,98,0,-3,2,1,Special Jump Shot,-24,78
Dwyane Wade,98,0,-1,2,1,Layup,2,76
Dwyane Wade,98,0,5,2,0,Special Jump Shot,-150,48
Dwyane Wade,98,0,4,3,0,Special Jump Shot,127,121
Dwyane Wade,98,0,5,3,1,Layup,13,64
Dwyane Wade,98,0,6,3,1,Tip,12,59
Dwyane Wade,98,0,2,3,0,Layup,0,75
Dwyane Wade,98,0,0,4,0,Special Jump Shot,-29,94
Dwyane Wade,98,0,2,4,1,Layup,2,84
Dwyane Wade,98,0,2,4,0,Jump Shot,-136,201
Dwyane Wade,98,0,9,4,1,Layup,20,75
Dwyane Wade,98,0,8,4,1,Layup,10,65
Dwyane Wade,98,0,6,4,1,Layup,13,69
Dwyane Wade,99,0,1,1,1,Special Jump Shot,97,106
Dwyane Wade,99,0,6,1,1,Special Jump Shot,-84,143
Dwyane Wade,99,0,5,1,0,Jump Shot,-182,119
Dwyane Wade,99,0,3,1,0,Layup,-29,47
Dwyane Wade,99,0,1,1,0,Hook,4,89
Dwyane Wade,99,0,-7,2,1,Hook,4,86
Dwyane Wade,99,0,-7,2,1,Layup,6,51
Dwyane Wade,99,0,-3,3,0,Jump Shot,-188,81
Dwyane Wade,99,0,-3,3,0,Layup,23,50
Dwyane Wade,99,0,-1,3,0,Layup,2,48
Dwyane Wade,99,0,-1,3,0,Jump Shot,-188,64
Dwyane Wade,99,0,-1,3,1,Jump Shot,-34,51
Dwyane Wade,99,0,-5,4,0,Special Jump Shot,-45,187
Dwyane Wade,99,0,-5,4,1,Special Jump Shot,-19,94
Dwyane Wade,99,0,-5,4,0,Jump Shot,106,69
Dwyane Wade,99,0,-3,4,1,Jump Shot,-60,87
Dwyane Wade,99,0,0,4,0,Layup,1,48
Dwyane Wade,99,0,0,4,1,Dunk,2,50
Dwyane Wade,100,0,8,1,1,Layup,12,57
Dwyane Wade,100,0,2,1,0,Jump Shot,-217,160
Dwyane Wade,100,0,4,1,1,Alleyoop,-11,62
Dwyane Wade,100,0,-1,2,1,Jump Shot,130,179
Dwyane Wade,100,0,1,2,1,Jump Shot,50,73
Dwyane Wade,100,0,1,2,0,Jump Shot,-182,50
Dwyane Wade,100,0,-1,2,0,Layup,-15,56
Dwyane Wade,100,0,-4,2,1,Layup,-15,50
Dwyane Wade,100,0,-6,2,1,Special Jump Shot,-146,95
Dwyane Wade,101,1,2,1,0,Jump Shot,36,75
Dwyane Wade,101,1,5,1,1,Layup,17,57
Dwyane Wade,101,1,6,1,1,Special Jump Shot,-32,75
Dwyane Wade,101,1,7,1,0,Special Jump Shot,111,102
Dwyane Wade,101,1,3,2,1,Hook,53,86
Dwyane Wade,101,1,0,2,1,Layup,7,57
Dwyane Wade,101,1,-1,2,0,Layup,17,61
Dwyane Wade,101,1,4,2,0,Special Jump Shot,18,108
Dwyane Wade,101,1,2,2,1,Layup,9,56
Dwyane Wade,101,1,4,3,0,Jump Shot,-97,203
Dwyane Wade,101,1,8,3,0,Special Jump Shot,-7,138
Dwyane Wade,101,1,11,3,0,Layup,20,61
Dwyane Wade,101,1,9,3,1,Jump Shot,1,132
Dwyane Wade,101,1,6,4,1,Jump Shot,81,223
Dwyane Wade,101,1,7,4,1,Jump Shot,241,127
Dwyane Wade,101,1,7,4,0,Layup,9,64
Dwyane Wade,101,1,11,4,0,Special Jump Shot,58,111
Dwyane Wade,101,1,10,4,1,Special Jump Shot,7,297
Dwyane Wade,102,0,2,1,1,Jump Shot,-109,209
Dwyane Wade,102,0,2,1,1,Layup,-18,72
Dwyane Wade,102,0,-1,1,1,Layup,13,73
Dwyane Wade,102,0,8,2,0,Jump Shot,-155,143
Dwyane Wade,102,0,6,2,1,Jump Shot,-57,119
Dwyane Wade,102,0,8,2,1,Alleyoop,-2,67
Dwyane Wade,102,0,8,2,0,Jump Shot,-100,138
Dwyane Wade,102,0,6,2,0,Layup,-7,75
Dwyane Wade,102,0,6,2,0,Tip,4,56
Dwyane Wade,102,0,3,3,1,Special Jump Shot,-117,69
Dwyane Wade,102,0,5,3,0,Special Jump Shot,-111,100
Dwyane Wade,102,0,-1,3,1,Layup,2,67
Dwyane Wade,102,0,10,4,0,Jump Shot,1,135
Dwyane Wade,102,0,12,4,0,Jump Shot,-64,95
Dwyane Wade,102,0,11,4,1,Jump Shot,97,225
Dwyane Wade,103,1,-2,1,1,Special Jump Shot,91,75
Dwyane Wade,103,1,-5,1,0,Layup,17,54
Dwyane Wade,103,1,2,2,0,Jump Shot,-97,228
Dwyane Wade,103,1,0,2,1,Jump Shot,-26,103
Dwyane Wade,103,1,-1,2,1,Special Jump Shot,149,59
Dwyane Wade,103,1,-1,2,0,Special Jump Shot,113,132
Dwyane Wade,103,1,-1,2,0,Layup,6,59
Dwyane Wade,103,1,-1,2,0,Layup,14,47
Dwyane Wade,103,1,-1,3,0,Special Jump Shot,17,244
Dwyane Wade,103,1,5,3,1,Special Jump Shot,53,57
Dwyane Wade,103,1,0,4,0,Jump Shot,-136,199
Dwyane Wade,103,1,-2,4,0,Jump Shot,-150,174
Dwyane Wade,103,1,-3,4,1,Special Jump Shot,124,209
Dwyane Wade,104,1,-2,1,1,Layup,18,61
Dwyane Wade,104,1,-3,1,0,Jump Shot,100,192
Dwyane Wade,104,1,-4,1,1,Special Jump Shot,39,114
Dwyane Wade,104,1,-1,2,1,Special Jump Shot,-100,143
Dwyane Wade,104,1,5,2,0,Special Jump Shot,-24,143
Dwyane Wade,104,1,5,2,1,Layup,7,61
Dwyane Wade,104,1,0,2,1,Layup,13,59
Dwyane Wade,104,1,4,2,0,Jump Shot,31,299
Dwyane Wade,104,1,4,2,0,Layup,1,64
Dwyane Wade,104,1,6,3,1,Layup,-5,61
Dwyane Wade,104,1,3,3,0,Layup,9,61
Dwyane Wade,104,1,-12,4,1,Special Jump Shot,168,61
Dwyane Wade,104,1,-15,4,1,Layup,7,56
Dwyane Wade,104,1,-23,4,1,Special Jump Shot,204,48
Dwyane Wade,105,0,1,1,1,Jump Shot,160,188
Dwyane Wade,105,0,5,1,1,Special Jump Shot,-111,182
Dwyane Wade,105,0,-1,2,1,Layup,-10,62
Dwyane Wade,105,0,0,2,0,Jump Shot,135,199
Dwyane Wade,105,0,0,2,0,Jump Shot,-15,97
Dwyane Wade,105,0,0,2,1,Jump Shot,-16,76
Dwyane Wade,105,0,5,3,1,Layup,15,62
Dwyane Wade,105,0,4,3,1,Jump Shot,108,188
Dwyane Wade,105,0,4,3,1,Special Jump Shot,-128,72
Dwyane Wade,105,0,6,3,0,Jump Shot,12,87
Dwyane Wade,105,0,4,3,1,Layup,-10,70
Dwyane Wade,105,0,3,3,1,Special Jump Shot,-142,69
Dwyane Wade,105,0,-6,4,0,Jump Shot,182,89
Dwyane Wade,105,0,-7,4,1,Special Jump Shot,-49,86
Dwyane Wade,105,0,-9,4,1,Jump Shot,-106,269
Dwyane Wade,106,0,-1,1,1,Special Jump Shot,140,201
Dwyane Wade,106,0,-26,2,1,Special Jump Shot,-34,86
Dwyane Wade,106,0,-27,2,1,Layup,-4,70
Dwyane Wade,106,0,-26,2,1,Special Jump Shot,0,94
Dwyane Wade,106,0,-27,2,0,Layup,0,45
Dwyane Wade,106,0,-30,2,0,Jump Shot,-174,113
Dwyane Wade,106,0,-32,2,0,Jump Shot,-26,73
Dwyane Wade,106,0,-32,2,0,Jump Shot,75,89
Dwyane Wade,106,0,-22,3,0,Jump Shot,-51,255
Dwyane Wade,106,0,-29,3,0,Jump Shot,-92,225
Dwyane Wade,106,0,-23,3,0,Layup,17,57
Dwyane Wade,107,0,5,1,0,Jump Shot,-182,147
Dwyane Wade,107,0,21,3,1,Layup,-15,62
Dwyane Wade,107,0,23,3,1,Special Jump Shot,0,97
Dwyane Wade,107,0,25,3,1,Layup,-19,56
Dwyane Wade,108,1,-8,1,1,Layup,12,50
Dwyane Wade,108,1,-5,2,0,Special Jump Shot,-56,151
Dwyane Wade,108,1,-3,2,0,Layup,3,61
Dwyane Wade,108,1,-5,2,0,Special Jump Shot,-46,171
Dwyane Wade,108,1,-5,2,1,Jump Shot,-57,121
Dwyane Wade,108,1,-13,3,0,Jump Shot,-82,97
Dwyane Wade,108,1,-22,4,1,Layup,10,57
Dwyane Wade,108,1,-22,4,0,Special Jump Shot,-160,87
Dwyane Wade,108,0,-3,1,0,Special Jump Shot,92,80
Dwyane Wade,108,0,9,2,1,Jump Shot,206,78
Dwyane Wade,108,0,9,2,0,Jump Shot,-128,56
Dwyane Wade,108,0,9,2,1,Special Jump Shot,-128,76
Dwyane Wade,108,0,12,2,1,Layup,-2,51
Dwyane Wade,108,0,12,2,1,Layup,1,62
Dwyane Wade,108,0,11,2,0,Jump Shot,-71,292
Dwyane Wade,108,0,4,3,0,Jump Shot,-37,207
Dwyane Wade,108,0,11,3,1,Layup,18,54
Dwyane Wade,108,0,13,3,1,Layup,-16,62
Dwyane Wade,108,0,12,3,1,Layup,12,57
Dwyane Wade,108,0,8,4,1,Layup,0,53
Dwyane Wade,108,0,8,4,1,Jump Shot,-161,133
Dwyane Wade,108,0,8,4,1,Jump Shot,-111,225
Dwyane Wade,108,0,16,4,0,Jump Shot,-229,34
Dwyane Wade,109,1,-2,1,1,Dunk,6,62
Dwyane Wade,109,1,-1,1,1,Special Jump Shot,141,182
Dwyane Wade,109,1,-6,1,1,Layup,6,62
Dwyane Wade,109,1,-6,1,1,Special Jump Shot,-79,70
Dwyane Wade,109,1,-3,2,1,Jump Shot,-62,61
Dwyane Wade,109,1,-2,2,0,Jump Shot,-103,215
Dwyane Wade,109,1,-4,2,1,Layup,7,57
Dwyane Wade,109,1,-2,2,0,Jump Shot,-149,165
Dwyane Wade,109,1,0,2,0,Jump Shot,10,113
Dwyane Wade,109,1,-2,2,1,Dunk,1,56
Dwyane Wade,109,1,-9,2,0,Layup,15,59
Dwyane Wade,109,1,-12,2,1,Layup,1,76
Dwyane Wade,109,1,-5,3,1,Hook,2,132
Dwyane Wade,109,1,-9,4,1,Special Jump Shot,-128,166
Dwyane Wade,109,1,-7,4,0,Jump Shot,-187,39
Dwyane Wade,109,1,-7,4,0,Jump Shot,-123,201
Dwyane Wade,109,1,-8,4,1,Jump Shot,-81,108
Dwyane Wade,109,1,-13,4,1,Jump Shot,239,65
Dwyane Wade,109,1,-15,4,1,Hook,59,97
Dwyane Wade,110,0,0,1,1,Layup,-2,73
Dwyane Wade,110,0,2,1,1,Layup,6,78
Dwyane Wade,110,0,18,2,0,Jump Shot,-19,84
Dwyane Wade,110,0,13,2,0,Layup,23,65
Dwyane Wade,110,0,12,2,1,Dunk,15,65
Dwyane Wade,110,0,12,3,1,Jump Shot,198,65
Dwyane Wade,110,0,9,4,1,Jump Shot,-98,215
Dwyane Wade,110,0,6,4,0,Jump Shot,-15,233
Dwyane Wade,111,0,0,1,0,Layup,9,61
Dwyane Wade,111,0,-6,1,1,Layup,9,62
Dwyane Wade,111,0,-8,2,1,Layup,0,69
Dwyane Wade,111,0,-12,2,0,Jump Shot,73,201
Dwyane Wade,111,0,-12,2,0,Layup,9,67
Dwyane Wade,111,0,-5,2,1,Hook,-13,114
Dwyane Wade,111,0,1,2,1,Layup,-13,48
Dwyane Wade,111,0,-2,2,0,Special Jump Shot,152,84
Dwyane Wade,111,0,-5,3,0,Jump Shot,204,152
Dwyane Wade,111,0,-5,3,0,Jump Shot,-43,239
Dwyane Wade,111,0,-3,3,1,Layup,7,61
Dwyane Wade,111,0,-5,4,1,Special Jump Shot,-109,53
Dwyane Wade,111,0,-5,4,1,Dunk,-4,54
Dwyane Wade,111,0,-4,4,0,Layup,-13,70
Dwyane Wade,112,0,1,1,1,Layup,20,61
Dwyane Wade,112,0,1,2,1,Layup,-11,53
Dwyane Wade,112,0,2,3,0,Special Jump Shot,-95,102
Dwyane Wade,112,0,-2,3,0,Layup,-24,54
Dwyane Wade,112,0,1,4,0,Jump Shot,176,110
Dwyane Wade,112,0,-1,4,1,Special Jump Shot,56,113
Dwyane Wade,112,0,1,4,1,Layup,1,59
Dwyane Wade,113,0,6,1,1,Dunk,0,53
Dwyane Wade,113,0,10,1,1,Dunk,0,39
Dwyane Wade,113,0,16,1,1,Layup,0,59
Dwyane Wade,113,0,15,1,0,Jump Shot,-179,64
Dwyane Wade,113,0,17,1,1,Special Jump Shot,81,89
Dwyane Wade,113,0,19,2,1,Special Jump Shot,-139,117
Dwyane Wade,113,0,19,2,1,Special Jump Shot,42,51
Dwyane Wade,113,0,16,2,0,Jump Shot,-146,108
Dwyane Wade,113,0,15,2,0,Tip,26,47
Dwyane Wade,113,0,17,2,1,Dunk,-8,53
Dwyane Wade,113,0,17,3,1,Jump Shot,-131,130
Dwyane Wade,113,0,19,3,1,Layup,-15,44
Dwyane Wade,113,0,19,3,0,Special Jump Shot,166,53
Dwyane Wade,113,0,14,4,0,Layup,-2,64
Dwyane Wade,113,0,14,4,0,Tip,-1,69
Dwyane Wade,113,0,16,4,1,Special Jump Shot,50,176
Dwyane Wade,113,0,18,4,1,Special Jump Shot,-120,166
Dwyane Wade,114,1,-4,1,0,Special Jump Shot,-103,50
Dwyane Wade,114,1,-4,1,1,Layup,13,59
Dwyane Wade,114,1,-1,1,0,Jump Shot,-146,154
Dwyane Wade,114,1,4,2,0,Jump Shot,86,61
Dwyane Wade,114,1,2,2,1,Layup,7,62
Dwyane Wade,114,1,-3,2,1,Layup,-7,57
Dwyane Wade,114,1,-5,2,1,Jump Shot,-199,57
Dwyane Wade,114,1,-3,2,0,Jump Shot,-199,106
Dwyane Wade,114,1,4,2,0,Jump Shot,65,108
Dwyane Wade,114,1,2,2,1,Jump Shot,195,97
Dwyane Wade,114,1,0,2,1,Special Jump Shot,-65,184
Dwyane Wade,114,1,0,3,0,Jump Shot,211,81
Dwyane Wade,114,1,-1,3,1,Jump Shot,110,204
Dwyane Wade,114,1,-12,4,0,Layup,10,53
Dwyane Wade,114,1,-17,4,0,Jump Shot,-194,57
Dwyane Wade,114,1,-19,4,1,Layup,20,62
Dwyane Wade,114,1,-16,4,0,Jump Shot,-78,98
Dwyane Wade,114,1,-11,4,0,Special Jump Shot,73,94
Dwyane Wade,114,1,-18,4,1,Jump Shot,-161,171
Dwyane Wade,114,1,-16,4,0,Layup,7,61
Dwyane Wade,114,1,-15,4,1,Tip,10,53
Dwyane Wade,115,1,2,1,0,Special Jump Shot,-171,154
Dwyane Wade,115,1,2,1,1,Layup,4,45
Dwyane Wade,115,1,-1,1,1,Layup,4,69
Dwyane Wade,115,1,-8,2,1,Layup,4,59
Dwyane Wade,115,1,-11,2,1,Hook,29,125
Dwyane Wade,115,1,-12,2,1,Jump Shot,-171,147
Dwyane Wade,115,1,-14,2,1,Layup,7,62
Dwyane Wade,115,1,-16,2,1,Special Jump Shot,47,92
Dwyane Wade,115,1,-13,2,0,Alleyoop,6,64
Dwyane Wade,115,1,-8,2,0,Special Jump Shot,-101,61
Dwyane Wade,115,1,-7,3,1,Layup,13,57
Dwyane Wade,115,1,-13,3,1,Jump Shot,170,168
Dwyane Wade,115,1,-14,3,1,Special Jump Shot,127,190
Dwyane Wade,116,1,0,1,1,Dunk,1,62
Dwyane Wade,116,1,0,2,0,Layup,-5,65
Dwyane Wade,116,1,-4,2,1,Layup,7,67
Dwyane Wade,116,1,-6,2,1,Jump Shot,-95,193
Dwyane Wade,116,1,-4,2,1,Special Jump Shot,-52,110
Dwyane Wade,116,1,-8,2,0,Jump Shot,-87,192
Dwyane Wade,116,1,-6,2,0,Special Jump Shot,-105,87
Dwyane Wade,116,1,-7,2,1,Jump Shot,77,143
Dwyane Wade,116,1,-7,3,0,Jump Shot,-188,53
Dwyane Wade,116,1,-9,3,1,Layup,9,73
Dwyane Wade,116,1,-13,3,1,Special Jump Shot,-101,106
Dwyane Wade,116,1,-20,4,1,Jump Shot,6,165
Dwyane Wade,116,1,-23,4,1,Jump Shot,111,98
Dwyane Wade,116,1,-19,4,1,Jump Shot,6,195
Dwyane Wade,117,0,-9,1,0,Layup,-23,70
Dwyane Wade,117,0,-5,1,1,Dunk,9,45
Dwyane Wade,117,0,-5,1,1,Layup,23,54
Dwyane Wade,117,0,-8,1,0,Special Jump Shot,124,65
Dwyane Wade,117,0,-3,2,0,Layup,14,64
Dwyane Wade,117,0,-1,2,1,Special Jump Shot,-21,59
Dwyane Wade,117,0,-3,2,1,Special Jump Shot,-15,57
Dwyane Wade,117,0,-3,2,1,Special Jump Shot,-187,48
Dwyane Wade,117,0,-2,3,1,Layup,-18,59
Dwyane Wade,117,0,-4,3,0,Special Jump Shot,-190,114
Dwyane Wade,117,0,-10,3,0,Jump Shot,-231,34
Dwyane Wade,117,0,-2,4,0,Special Jump Shot,1,119
Dwyane Wade,117,0,0,4,1,Jump Shot,-19,87
Dwyane Wade,117,0,-3,4,0,Layup,-38,80
Dwyane Wade,117,0,-5,4,1,Special Jump Shot,-4,98
Dwyane Wade,118,0,-3,1,0,Special Jump Shot,95,47
Dwyane Wade,118,0,-6,1,0,Layup,-24,56
Dwyane Wade,118,0,-4,1,1,Layup,-8,40
Dwyane Wade,118,0,-6,1,0,Jump Shot,-32,80
Dwyane Wade,118,0,-16,2,0,Special Jump Shot,48,87
Dwyane Wade,118,0,-13,2,1,Dunk,9,48
Dwyane Wade,118,0,-12,3,1,Layup,-2,65
Dwyane Wade,118,0,-10,3,1,Special Jump Shot,32,61
Dwyane Wade,118,0,-8,3,1,Jump Shot,192,59
Dwyane Wade,118,0,-8,3,0,Jump Shot,-152,147
Dwyane Wade,118,0,-8,4,0,Jump Shot,138,155
Dwyane Wade,118,0,-12,4,1,Special Jump Shot,28,155
Dwyane Wade,118,0,-12,4,0,Special Jump Shot,-136,61
Dwyane Wade,118,0,-16,4,1,Jump Shot,-90,215
Dwyane Wade,118,0,-16,4,0,Jump Shot,-180,215
Dwyane Wade,118,0,2,1,1,Dunk,18,50
Dwyane Wade,118,0,0,1,0,Special Jump Shot,-117,201
Dwyane Wade,118,0,-2,1,0,Jump Shot,-18,181
Dwyane Wade,118,0,0,1,1,Tip,20,53
Dwyane Wade,118,0,2,1,1,Jump Shot,34,65
Dwyane Wade,118,0,-3,2,1,Special Jump Shot,-125,54
Dwyane Wade,118,0,-5,2,1,Layup,-34,70
Dwyane Wade,118,0,8,2,1,Jump Shot,-157,174
Dwyane Wade,118,0,8,3,1,Dunk,18,45
Dwyane Wade,118,0,5,3,0,Jump Shot,-13,217
Dwyane Wade,118,0,5,3,0,Layup,28,51
Dwyane Wade,118,0,1,4,0,Jump Shot,88,80
Dwyane Wade,118,0,0,4,0,Layup,9,67
Dwyane Wade,118,0,0,4,0,Jump Shot,-130,250
Dwyane Wade,118,0,-3,5,0,Jump Shot,-78,195
Dwyane Wade,118,0,-7,5,0,Jump Shot,193,196
Dwyane Wade,119,1,-7,1,1,Layup,20,62
Dwyane Wade,119,1,-9,1,1,Hook,62,100
Dwyane Wade,119,1,-10,1,0,Layup,20,59
Dwyane Wade,119,1,-6,2,0,Jump Shot,-177,70
Dwyane Wade,119,1,-3,2,1,Jump Shot,12,100
Dwyane Wade,119,1,-4,2,0,Jump Shot,91,91
Dwyane Wade,119,1,-4,2,0,Tip,21,56
Dwyane Wade,119,1,-6,3,0,Special Jump Shot,100,94
Dwyane Wade,119,1,-7,3,0,Layup,6,62
Dwyane Wade,119,1,0,4,0,Jump Shot,-187,64
Dwyane Wade,119,1,-6,4,1,Jump Shot,-128,207
Dwyane Wade,119,1,-3,4,1,Jump Shot,-191,117
Dwyane Wade,119,1,-1,4,1,Layup,4,65
Dwyane Wade,119,1,-11,4,1,Layup,18,53
Dwyane Wade,119,1,-10,4,1,Special Jump Shot,-86,190
Dwyane Wade,119,1,-12,4,0,Jump Shot,-95,204
Dwyane Wade,146,1,0,1,1,Jump Shot,91,179
Dwyane Wade,146,1,0,1,1,Layup,21,57
Dwyane Wade,146,1,-1,1,0,Special Jump Shot,6,116
Dwyane Wade,146,1,-6,1,1,Layup,-10,51
Dwyane Wade,146,1,3,2,1,Layup,23,56
Dwyane Wade,146,1,2,2,1,Special Jump Shot,-123,136
Dwyane Wade,146,1,1,3,1,Jump Shot,86,190
Dwyane Wade,146,1,4,3,0,Jump Shot,-187,61
Dwyane Wade,146,1,3,3,1,Hook,13,76
Dwyane Wade,146,1,3,4,1,Jump Shot,83,192
