time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-07-28T05:22:42.490Z,-5.4481,154.1796,140.35,4.6,mb,,126,2.365,0.74,us,usb000s184,2014-09-03T11:29:32.755Z,"167km SE of Taron, Papua New Guinea",earthquake
2014-07-28T05:14:57.000Z,33.62,45.59,8,4.1,mb,,,,1.32,us,usb000rxup,2014-09-03T10:32:38.440Z,"14km SSE of Mandali, Iraq",earthquake
2014-07-28T05:02:12.040Z,51.4219,178.833,40,3.7,mb,,,,0.47,us,usb000ry0u,2014-08-29T14:25:11.426Z,"62km SSE of Little Sitkin Island, Alaska",earthquake
2014-07-28T04:59:53.000Z,62.3907,-149.7779,46.5,3,ml,,,,0.75,ak,ak11339835,2014-08-22T03:18:30.140Z,"15km ENE of Talkeetna, Alaska",earthquake
2014-07-28T04:36:48.490Z,36.1424,141.9807,17.48,4.5,mb,,147,3.071,0.63,us,usb000s182,2014-08-22T03:52:00.226Z,"113km ENE of Hasaki, Japan",earthquake
2014-07-28T04:24:17.330Z,7.6155,137.1179,10,4.7,mb,,100,10.679,1.01,us,usb000s181,2014-08-10T02:05:43.573Z,"100km SSW of Ngulu, Micronesia",earthquake
2014-07-28T04:02:30.040Z,-35.0906,-107.0124,10,4.6,mb,,66,8.184,0.67,us,usb000s17z,2014-08-22T04:31:07.228Z,"Southern East Pacific Rise",earthquake
2014-07-28T03:46:59.420Z,-33.3079,-179.148,10,4.4,mb,,129,4.182,1.34,us,usb000s18a,2014-09-05T21:55:44.845Z,"209km S of L'Esperance Rock, New Zealand",earthquake
2014-07-28T03:38:45.010Z,-24.0737,-66.835,181.95,4.4,mb,,44,2.399,0.79,us,usb000rxub,2014-09-05T22:01:11.944Z,"54km WNW of San Antonio de los Cobres, Argentina",earthquake
2014-07-28T03:36:45.880Z,7.4988,136.7694,4.16,5.6,mww,,22,9.961,0.59,us,usb000rxuc,2014-09-05T22:28:59.354Z,"131km SW of Ngulu, Micronesia",earthquake
2014-07-28T03:36:37.990Z,46.8396,152.8197,62.74,4.5,mb,,136,6.894,0.65,us,usb000s17y,2014-08-27T04:29:05.026Z,"Kuril Islands",earthquake
2014-07-28T03:26:12.940Z,58.345,-136.988,9.5,3,ml,,,,1.13,us,usb000s2nb,2014-08-17T04:25:16.637Z,"73km W of Gustavus, Alaska",earthquake
2014-07-28T02:21:11.910Z,-2.5761,140.509,17.64,4.2,mb,,84,0.204,0.57,us,usb000s17v,2014-08-22T22:28:46.559Z,"10km NW of Abepura, Indonesia",earthquake
2014-07-28T02:13:41.540Z,-22.4925,-174.7988,10,4.6,mb,,171,8.209,1.01,us,usb000s187,2014-08-22T22:46:55.924Z,"129km S of `Ohonua, Tonga",earthquake
2014-07-28T02:01:56.570Z,-7.5263,67.6112,10,4.4,mb,,202,37.317,0.6,us,usb000s19i,2014-08-27T03:21:08.000Z,"Mid-Indian Ridge",earthquake
2014-07-28T01:47:06.080Z,34.962,-36.2318,10,4.5,mb,,88,9.077,0.73,us,usb000s17u,2014-08-17T05:03:04.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-28T01:10:11.210Z,-27.4163,65.6484,13.24,4.5,mb,,121,35.565,0.86,us,usb000s17p,2014-08-23T00:01:01.833Z,"Indian Ocean Triple Junction",earthquake
2014-07-28T01:07:39.150Z,35.2168,139.4225,139.32,4.2,mb,,119,1.648,0.86,us,usb000s17t,2014-08-23T22:47:05.539Z,"12km S of Chigasaki, Japan",earthquake
2014-07-28T01:00:28.180Z,-29.8794,-177.334,13.29,4.5,mb,,121,0.817,0.58,us,usb000s17x,2014-08-23T00:16:50.943Z,"87km SE of Raoul Island, New Zealand",earthquake
2014-07-28T00:55:38.190Z,-15.4389,-173.308,23.34,4.7,mb,,83,2.122,0.88,us,usb000s17q,2014-08-23T22:11:51.997Z,"73km NE of Hihifo, Tonga",earthquake
2014-07-28T00:00:46.520Z,26.8848,54.2282,37.39,4.5,mb,,52,2.626,0.72,us,usb000rxtm,2014-08-23T00:37:37.863Z,"41km NNE of Kish, Iran",earthquake
2014-07-27T23:35:06.640Z,-10.0422,119.9258,54.48,4.2,mb,,78,2.675,0.96,us,usb000rxtl,2014-08-23T22:25:41.081Z,"8km SSW of Tarimbang, Indonesia",earthquake
2014-07-27T23:20:10.140Z,-14.9465,171.8105,48.4,4.5,mb,,113,6.606,0.48,us,usb000s179,2014-08-23T22:38:45.358Z,"Vanuatu region",earthquake
2014-07-27T22:19:20.000Z,36.144,-96.809,0.046,3.2,ml,,,,0.31,us,usb000rxt7,2014-09-07T14:32:17.876Z,"10km WNW of Yale, Oklahoma",earthquake
2014-07-27T22:00:10.200Z,51.364,-174.547,6.1,3.2,ml,,,,0.48,us,usb000rxtu,2014-08-31T21:37:19.406Z,"95km SSW of Atka, Alaska",earthquake
2014-07-27T20:53:18.330Z,53.1227,-35.0799,10,4,mb,,127,18.674,0.8,us,usb000s176,2014-08-30T21:42:29.786Z,"Reykjanes Ridge",earthquake
2014-07-27T20:39:15.590Z,-49.2081,126.8357,10,4.5,mb,,133,19.087,0.64,us,usb000s175,2014-08-30T21:36:12.431Z,"Western Indian-Antarctic Ridge",earthquake
2014-07-27T20:34:31.950Z,12.921,-70.1997,30.76,4.3,mwr,,54,0.452,0.98,us,usb000rxsf,2014-09-05T21:21:10.525Z,"36km NNW of Arasji, Aruba",earthquake
2014-07-27T20:11:54.800Z,27.6479,66.054,34.03,4.4,mb,,108,7.332,0.87,us,usb000rxsd,2014-08-30T21:22:47.379Z,"58km W of Khuzdar, Pakistan",earthquake
2014-07-27T19:43:08.640Z,-30.6776,-179.2021,10,4,mb,,142,1.805,0.83,us,usb000s172,2014-09-05T21:23:47.031Z,"88km NNW of L'Esperance Rock, New Zealand",earthquake
2014-07-27T19:37:43.000Z,-28.312,-70.699,57.8,4,ml,,,,1.33,us,usb000rxs7,2014-08-30T21:07:11.000Z,"29km NNE of Vallenar, Chile",earthquake
2014-07-27T19:03:01.580Z,5.2196,125.7447,59.69,4.3,mb,,145,1.845,1.19,us,usb000s171,2014-08-30T20:58:00.198Z,"37km ESE of Sarangani, Philippines",earthquake
2014-07-27T18:17:47.000Z,31.46,49.42,12,4.3,mb,,,,1.23,us,usb000s178,2014-08-30T20:40:04.102Z,"26km NW of Ramhormoz, Iran",earthquake
2014-07-27T18:09:10.320Z,35.4823,140.6271,58.01,4.7,mb,,122,2.227,0.68,us,usb000rxrz,2014-08-25T19:33:51.356Z,"23km SE of Naruto, Japan",earthquake
2014-07-27T17:04:50.660Z,5.6245,126.4496,73.51,4.4,mb,,95,1.676,1.48,us,usb000s16z,2014-08-30T20:29:53.248Z,"86km SSE of Pondaguitan, Philippines",earthquake
2014-07-27T17:00:02.140Z,-55.396,-28.1334,10,4.5,mb,,96,4.956,0.91,us,usb000s17l,2014-08-30T20:23:43.542Z,"156km NNW of Visokoi Island, ",earthquake
2014-07-27T16:30:53.380Z,-3.8684,133.9934,26.63,4,mb,,174,1.98,0.83,us,usb000s17m,2014-09-01T20:44:55.603Z,"174km WSW of Nabire, Indonesia",earthquake
2014-07-27T14:46:24.230Z,-3.4262,139.222,63.94,4.1,mb,,96,1.735,1.1,us,usb000s16x,2014-09-01T20:13:17.000Z,"174km WSW of Abepura, Indonesia",earthquake
2014-07-27T14:12:37.390Z,0.2083,123.9645,73.99,4.2,mb,,201,1.721,0.28,us,usb000s17e,2014-09-01T19:42:00.333Z,"19km S of Molibagu, Indonesia",earthquake
2014-07-27T14:01:44.980Z,-29.6165,-178.974,325.14,4.2,mb,,114,0.983,0.57,us,usb000s16y,2014-09-07T13:30:15.695Z,"111km WSW of Raoul Island, New Zealand",earthquake
2014-07-27T13:41:09.000Z,58.9427,-155.8207,100,3.4,ml,,,,2.48,ak,ak11339397,2014-09-01T18:51:02.488Z,"78km E of King Salmon, Alaska",earthquake
2014-07-27T13:29:05.680Z,16.3075,-98.6548,30.61,4.7,mb,,176,0.513,0.54,us,usb000rxr5,2014-09-01T16:54:05.808Z,"25km SSE of Tecoanapa, Mexico",earthquake
2014-07-27T12:45:52.610Z,-23.9251,179.8654,521.19,4.3,mb,,100,5.654,0.87,us,usb000s16v,2014-08-17T07:51:05.000Z,"South of the Fiji Islands",earthquake
2014-07-27T11:28:31.000Z,-54.3071,-119.8931,10,4.4,mb,,128,35.885,0.56,us,usb000s16t,2014-08-17T07:32:48.317Z,"Southern East Pacific Rise",earthquake
2014-07-27T11:27:44.050Z,16.055,120.6408,53.04,4.2,mb,,133,1.962,1.03,us,usb000s16u,2014-09-06T05:22:18.986Z,"3km N of Taboy Norte, Philippines",earthquake
2014-07-27T11:20:54.700Z,19.148,-64.3423,52,3.2,Md,6,320.4,0.77255114,0.25,pr,pr14208005,2014-08-17T07:16:07.289Z,"85km NNE of Road Town, British Virgin Islands",earthquake
2014-07-27T10:26:59.800Z,19.214,-64.36,48,3.2,Md,8,306,0.82914501,0.07,pr,pr14208004,2014-08-17T07:12:31.000Z,"92km NNE of Road Town, British Virgin Islands",earthquake
2014-07-27T10:22:34.350Z,-45.8073,34.4373,10,4.2,mb,,111,12.112,0.3,us,usb000s16w,2014-08-16T13:05:31.649Z,"282km WNW of Marion Island, Prince Edward Islands",earthquake
2014-07-27T10:15:32.390Z,-2.9106,136.4798,50.59,4.7,mb,,34,4.225,1.2,us,usb000rxqg,2014-08-13T09:59:08.000Z,"112km N of Enarotali, Indonesia",earthquake
2014-07-27T09:24:15.930Z,39.6127,142.2151,50.63,4.5,mb,,123,2.504,1.46,us,usb000rxqa,2014-08-13T08:09:10.000Z,"22km E of Miyako, Japan",earthquake
2014-07-27T09:23:38.120Z,24.4427,121.9843,30.69,4.3,mb,,112,0.445,0.71,us,usb000rxq7,2014-08-15T13:02:48.000Z,"22km SE of Su'ao, Taiwan",earthquake
2014-07-27T08:41:59.980Z,-19.2593,176.7915,33.58,4.6,mb,,77,1.923,0.43,us,usb000s16r,2014-09-04T09:45:09.255Z,"174km SSW of Nadi, Fiji",earthquake
2014-07-27T08:04:34.120Z,1.9557,99.0251,132.83,4.2,mb,,98,0.74,0.82,us,usb000s16q,2014-09-04T09:57:27.000Z,"36km NE of Sibolga, Indonesia",earthquake
2014-07-27T08:04:10.020Z,-63.394,-33.5729,10,4.7,mb,,54,9.261,0.52,us,usb000rxpz,2014-09-04T11:57:04.807Z,"Southwestern Atlantic Ocean",earthquake
2014-07-27T07:38:35.250Z,28.0584,127.8925,77.94,4.1,mb,,146,5.655,0.9,us,usb000s16l,2014-09-04T11:31:52.548Z,"159km WSW of Naze, Japan",earthquake
2014-07-27T06:56:12.600Z,17.87,-66.902,124,3.1,Md,5,273.6,0.16798496,0.18,pr,pr14208003,2014-08-31T10:57:49.942Z,"11km S of Guanica, Puerto Rico",earthquake
2014-07-27T06:34:42.400Z,16.274,-96.241,53.6,4.4,mb,,,,1.29,us,usb000s02n,2014-09-04T11:14:59.281Z,"4km ESE of San Pedro Mixtepec, Mexico",earthquake
2014-07-27T06:19:41.270Z,-21.4239,-179.0724,609.71,4.4,mb,,117,4.553,0.6,us,usb000s16f,2014-09-04T10:35:18.014Z,"94km SSW of Ndoi Island, Fiji",earthquake
2014-07-27T05:58:14.890Z,33.1248,140.5182,59.87,4.6,mb,,154,0.591,0.93,us,usb000s16i,2014-09-04T10:31:36.682Z,"67km E of Hachijo-jima, Japan",earthquake
2014-07-27T04:02:12.490Z,-24.7314,-177.4346,171.27,5.1,mb,,59,4.517,0.77,us,usb000rxp3,2014-08-30T21:29:58.119Z,"South of the Fiji Islands",earthquake
2014-07-27T03:41:00.030Z,40.1684,143.1398,53.19,4.3,mb,,136,1.844,0.76,us,usb000rxp1,2014-08-30T04:37:35.032Z,"117km ENE of Miyako, Japan",earthquake
2014-07-27T03:38:45.000Z,51.8404,178.4299,113.6,3.6,ml,,,,0.68,us,usb000rxtb,2014-08-30T23:08:42.949Z,"13km SSW of Little Sitkin Island, Alaska",earthquake
2014-07-27T02:49:19.810Z,58.309,-136.919,5,3.1,ml,,,,1.22,us,usb000rxp0,2014-09-09T22:07:38.374Z,"70km W of Gustavus, Alaska",earthquake
2014-07-27T02:20:40.970Z,37.479,72.1219,183.42,4.2,mb,,124,1.282,1.25,us,usb000rxnr,2014-08-30T04:37:10.233Z,"35km NE of Roshtqal'a, Tajikistan",earthquake
2014-07-27T02:11:55.930Z,-4.3744,151.9615,10,4.5,mb,,128,0.271,0.97,us,usb000rxns,2014-08-30T04:36:12.904Z,"30km SW of Rabaul, Papua New Guinea",earthquake
2014-07-27T02:11:14.490Z,-17.1666,-174.1418,87.55,4,mb,,125,3.959,0.38,us,usb000s16n,2014-08-30T22:57:14.476Z,"140km SSW of Hihifo, Tonga",earthquake
2014-07-27T01:47:48.620Z,-4.3721,151.359,7.11,4.6,mb,,64,0.822,1.15,us,usb000s16g,2014-08-30T22:21:52.896Z,"92km WSW of Rabaul, Papua New Guinea",earthquake
2014-07-27T01:28:38.000Z,23.8,-46.6,20,6.6,Mi,64,136.8,,,pt,pt14208000,2014-07-27T01:41:35.899Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-27T01:28:37.450Z,23.7253,-45.5847,10,6,mww,,43,16.913,0.72,us,usb000rxni,2014-09-09T22:07:27.910Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-27T01:27:12.000Z,67.6301,-161.9748,27.9,3.7,ml,,,,1,ak,ak11339033,2014-08-30T04:02:30.510Z,"42km E of Noatak, Alaska",earthquake
2014-07-27T00:43:07.390Z,52.018,-169.667,35.6,4,mb,,,,1.24,us,usb000s16c,2014-08-24T02:50:55.345Z,"97km SE of Yunaska Island, Alaska",earthquake
2014-07-26T22:42:51.150Z,-5.4115,129.6592,176.62,4,mb,,77,3.029,1.16,us,usb000s0sb,2014-08-25T23:26:38.739Z,"232km SSE of Saparua, Indonesia",earthquake
2014-07-26T21:55:54.340Z,25.1583,127.0057,24.86,4.5,mb,,133,3.694,1.11,us,usb000rxn2,2014-08-22T00:50:17.285Z,"126km SSW of Itoman, Japan",earthquake
2014-07-26T21:25:13.280Z,-23.0013,-69.9515,47.66,4.3,mwr,,117,0.457,0.89,us,usb000rxmi,2014-09-06T02:21:00.175Z,"85km NNE of Antofagasta, Chile",earthquake
2014-07-26T21:22:06.530Z,-52.0083,-74.5213,14.94,4.8,mb,,44,1.548,0.79,us,usb000rxmj,2014-08-24T03:47:10.095Z,"143km WSW of Puerto Natales, Chile",earthquake
2014-07-26T21:08:33.720Z,-21.2122,-179.1038,601.53,4.7,mb,,51,4.369,0.6,us,usb000rxmv,2014-08-24T04:37:19.619Z,"75km SW of Ndoi Island, Fiji",earthquake
2014-07-26T21:07:20.180Z,-21.2584,-179.0994,620.72,4.6,mb,,41,4.407,0.96,us,usb000rxmf,2014-08-22T00:34:44.065Z,"79km SSW of Ndoi Island, Fiji",earthquake
2014-07-26T20:53:09.930Z,58.3196,-137.1805,1,3.8,mwr,,,,1.1,us,usb000rxm6,2014-09-05T22:38:03.591Z,"85km W of Gustavus, Alaska",earthquake
2014-07-26T20:49:11.470Z,-50.096,119.9695,13.54,4.8,mb,,135,16.939,0.57,us,usb000rxm7,2014-08-23T00:24:06.027Z,"Western Indian-Antarctic Ridge",earthquake
2014-07-26T20:38:31.090Z,36.9831,142.5678,21.64,4.6,mb,,110,3.527,0.67,us,usb000rxm5,2014-08-23T22:20:11.942Z,"149km ESE of Namie, Japan",earthquake
2014-07-26T19:21:41.880Z,-17.1782,-179.1363,570.99,4.2,mb,,115,2.741,0.61,us,usb000rxls,2014-08-07T05:25:24.478Z,"178km ESE of Lambasa, Fiji",earthquake
2014-07-26T18:35:02.080Z,-29.599,-176.9792,10,4.6,mb,,285,0.9,0.4,us,usb000s0s7,2014-08-28T20:44:58.000Z,"96km ESE of Raoul Island, New Zealand",earthquake
2014-07-26T17:43:52.140Z,-6.806,150.4089,10,4.9,mb,,37,3.13,1.09,us,usb000rxlg,2014-08-28T19:02:54.000Z,"115km SE of Kandrian, Papua New Guinea",earthquake
2014-07-26T17:11:16.450Z,-21.1978,-15.1695,14.5,5.1,mb,,25,25.24,0.56,us,usb000rxlb,2014-08-28T17:45:59.000Z,"Southern Mid-Atlantic Ridge",earthquake
2014-07-26T17:09:10.970Z,0.5807,98.6763,79.65,4.5,mb,,164,1.314,1.03,us,usb000rxl8,2014-08-28T17:20:11.000Z,"108km SW of Padangsidempuan, Indonesia",earthquake
2014-07-26T16:32:03.300Z,46.2653,-111.3873,9.4,3,mc,56,143.999988480001,0.1697816,0.23,mb,mb14956348,2014-08-30T20:07:47.937Z,"11km ESE of Townsend, Montana",earthquake
2014-07-26T16:18:59.090Z,19.0154,145.8021,212.24,3.6,mb,,204,0.94,0.94,us,usb000s0s3,2014-08-30T19:55:11.000Z,"30km NNE of Agrihan, Northern Mariana Islands",earthquake
2014-07-26T16:15:43.380Z,-5.2593,102.6106,43.32,4.4,mb,,191,0.956,0.6,us,usb000s0s2,2014-08-30T19:51:00.200Z,"130km W of Kuripan, Indonesia",earthquake
2014-07-26T15:59:51.480Z,-60.0878,-18.7558,10,4.9,mb,,47,13.252,1.25,us,usb000rxkq,2014-08-30T19:40:26.000Z,"East of the South Sandwich Islands",earthquake
2014-07-26T15:33:14.300Z,18.3152,-68.2955,84,3,Md,7,230.4,0.21290072,0.28,pr,pr14207004,2014-08-30T19:35:25.612Z,"31km SSE of Punta Cana, Dominican Republic",earthquake
2014-07-26T14:12:19.950Z,27.8585,128.2734,60.43,4.8,mb,,125,1.018,1.16,us,usb000rxkc,2014-08-23T16:06:03.000Z,"131km WSW of Naze, Japan",earthquake
2014-07-26T13:49:37.000Z,59.9998,-153.2501,130.2,3,ml,,,,0.68,ak,ak11338535,2014-08-30T19:21:14.446Z,"60km SSW of Redoubt Volcano, Alaska",earthquake
2014-07-26T13:26:24.850Z,25.7952,100.5245,47.84,4.4,mb,,170,2.111,0.88,us,usb000s0s6,2014-08-30T19:15:04.556Z,"5km W of Jinniu, China",earthquake
2014-07-26T11:23:14.800Z,-59.9482,-18.7062,10,4.8,mb,,83,11.189,1.13,us,usb000s0s0,2014-08-31T10:06:46.479Z,"East of the South Sandwich Islands",earthquake
2014-07-26T11:13:48.110Z,-60.0379,-18.6749,10,5.8,mwc,,45,11.239,0.69,us,usb000rxjy,2014-09-06T07:40:06.615Z,"East of the South Sandwich Islands",earthquake
2014-07-26T10:59:29.520Z,-60.0038,-18.5575,10,5.1,mb,,47,13.293,0.64,us,usb000rxjv,2014-08-30T09:26:07.565Z,"East of the South Sandwich Islands",earthquake
2014-07-26T10:57:10.970Z,37.1081,-97.7961,3.12,3.4,mb_lg,,34,0.054,0.38,us,usb000rxjs,2014-09-06T07:35:01.422Z,"18km WNW of Caldwell, Kansas",earthquake
2014-07-26T10:48:39.700Z,26.724,57.192,9,3.8,mb,,,,0.72,us,usb000s0ry,2014-08-31T09:13:34.675Z,"48km SSE of Minab, Iran",earthquake
2014-07-26T10:44:57.580Z,-8.3367,117.7556,215.73,4.4,mb,,96,3.567,0.82,us,usb000s0rx,2014-08-30T10:16:03.229Z,"21km S of Labuhankananga, Indonesia",earthquake
2014-07-26T10:33:15.900Z,19.3859,-65.3216,86,3.1,Md,8,288,1.07258845,0.07,pr,pr14207002,2014-08-30T07:46:21.048Z,"119km NNE of Luquillo, Puerto Rico",earthquake
2014-07-26T10:31:41.800Z,51.747,178.4,103,4.4,mb,,,,0.77,us,usb000rxjn,2014-08-30T08:46:11.553Z,"23km SSW of Little Sitkin Island, Alaska",earthquake
2014-07-26T09:56:00.180Z,6.7243,-72.9602,158.53,4.5,mb,,34,0.8,0.83,us,usb000rxjg,2014-08-28T10:51:04.000Z,"7km ENE of Aratoca, Colombia",earthquake
2014-07-26T09:38:40.730Z,-23.4268,-179.9101,524.26,4.1,mb,,112,10.264,0.59,us,usb000s0sh,2014-08-31T08:46:11.000Z,"South of the Fiji Islands",earthquake
2014-07-26T08:44:25.230Z,-16.1993,178.6206,10,4.2,mb,,89,1.63,1.29,us,usa000rjzy,2014-08-07T09:32:58.000Z,"84km WNW of Lambasa, Fiji",earthquake
2014-07-26T08:40:06.580Z,20.3016,120.2648,25.18,4.6,mb,,126,2.616,1.24,us,usb000rxj9,2014-08-15T12:56:33.000Z,"167km W of Sabtang, Philippines",earthquake
2014-07-26T08:05:50.660Z,45.5724,150.8891,66.01,4.9,mb,,48,5.804,0.87,us,usb000rxj3,2014-08-15T12:50:17.000Z,"238km E of Kuril'sk, Russia",earthquake
2014-07-26T07:33:00.500Z,18.4153,-68.2389,95,3.4,Md,12,194.4,0.16708664,0.31,pr,pr14207000,2014-08-15T12:44:38.987Z,"25km SE of Punta Cana, Dominican Republic",earthquake
2014-07-26T07:31:44.350Z,-30.3514,-72.2762,11.77,4.9,mww,,87,1.29,1.08,us,usb000rxiu,2014-09-06T05:18:10.599Z,"100km WSW of Coquimbo, Chile",earthquake
2014-07-26T07:29:03.230Z,4.8359,123.1885,589.08,4.4,mb,,84,3.252,0.91,us,usb000rxix,2014-08-15T07:22:46.757Z,"188km SW of Palimbang, Philippines",earthquake
2014-07-26T07:22:41.570Z,74.4279,8.826,10,4.2,mb,,57,4.171,1.43,us,usb000rxiv,2014-08-15T06:47:02.091Z,"Greenland Sea",earthquake
2014-07-26T07:19:38.850Z,5.5433,126.2428,80.72,4.4,mb,,135,1.653,0.71,us,usb000s0s1,2014-08-15T06:42:12.129Z,"78km ESE of Caburan, Philippines",earthquake
2014-07-26T07:10:29.550Z,5.6277,126.585,74.58,4.5,mb,,128,1.747,0.78,us,usb000s0rm,2014-08-15T06:32:51.323Z,"92km SSE of Pondaguitan, Philippines",earthquake
2014-07-26T05:57:54.460Z,-6.9946,111.4824,247.59,4.2,mb,,76,1.035,0.57,us,usb000s0rq,2014-08-14T13:37:27.000Z,"0km S of Semampir, Indonesia",earthquake
2014-07-26T05:49:51.990Z,9.841,-83.9745,9.85,4.5,mwr,,182,0.209,1.41,us,usb000rxie,2014-09-04T08:47:20.809Z,"1km ENE of Tobosi, Costa Rica",earthquake
2014-07-26T05:34:42.550Z,-4.1851,136.6248,33.85,4,mb,,104,4.397,0.71,us,usb000rxid,2014-08-14T07:03:39.769Z,"42km SE of Enarotali, Indonesia",earthquake
2014-07-26T02:46:28.750Z,-7.5038,128.5511,148.18,4,mb,,132,2.764,0.96,us,usb000s0rh,2014-08-30T03:29:36.007Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-07-26T02:31:13.430Z,-60.0432,-18.7136,21.13,4.2,mb,,76,13.285,0.7,us,usb000s0sf,2014-08-30T03:05:28.531Z,"East of the South Sandwich Islands",earthquake
2014-07-26T02:30:12.880Z,-60.113,-18.7531,19.7,4.3,mb,,70,13.228,0.76,us,usb000s0re,2014-08-30T02:43:52.621Z,"East of the South Sandwich Islands",earthquake
2014-07-26T02:25:31.800Z,-18.7137,167.62,26.93,4.1,mb,,205,3.272,0.35,us,usb000s0rj,2014-09-09T21:24:51.000Z,"131km SW of Port-Vila, Vanuatu",earthquake
2014-07-26T02:22:00.050Z,-59.9788,-18.7547,14.84,4.3,mb,,76,13.353,0.76,us,usb000s0rf,2014-08-30T02:13:02.473Z,"East of the South Sandwich Islands",earthquake
2014-07-26T02:17:55.720Z,-60.0576,-18.7802,20.99,4.1,mb,,70,13.285,0.64,us,usb000s0se,2014-08-30T00:10:25.000Z,"East of the South Sandwich Islands",earthquake
2014-07-26T01:58:26.240Z,-55.1608,-28.0794,10,4.1,mb,,72,4.953,0.32,us,usb000s0sd,2014-09-09T21:21:36.399Z,"179km NNW of Visokoi Island, ",earthquake
2014-07-26T01:47:42.800Z,16.038,-97.124,35.2,4.1,mb,,,,1.05,us,usb000s02a,2014-08-29T23:30:34.000Z,"5km SSW of San Gabriel Mixtepec, Mexico",earthquake
2014-07-26T01:40:20.000Z,58.0769,-137.2307,8.8,3,ml,,,,0.69,us,usb000s1a5,2014-08-30T01:33:22.860Z,"95km WSW of Gustavus, Alaska",earthquake
2014-07-26T01:26:16.330Z,-4.6949,153.2379,59.5,4.4,mb,,152,1.182,0.83,us,usb000s0rn,2014-08-29T22:20:40.252Z,"33km SE of Taron, Papua New Guinea",earthquake
2014-07-26T00:55:29.510Z,-20.4905,-178.3552,525.45,4.2,mb,,99,4.357,1.31,us,usb000s0rl,2014-08-25T00:35:52.325Z,"40km ENE of Ndoi Island, Fiji",earthquake
2014-07-26T00:43:46.000Z,14.305,-93,2.3,4.1,mb,,,,1.56,us,usb000rxhl,2014-08-24T22:32:31.000Z,"77km SW of Puerto Madero, Mexico",earthquake
2014-07-26T00:38:41.570Z,-16.6287,-174.033,93.19,4.2,mb,,79,3.471,0.72,us,usb000s0rg,2014-08-25T03:33:17.698Z,"80km SSW of Hihifo, Tonga",earthquake
2014-07-26T00:21:18.790Z,44.4942,149.8046,17.57,4.2,mb,,187,5.189,0.81,us,usb000s0rs,2014-08-25T03:57:41.624Z,"172km ESE of Kuril'sk, Russia",earthquake
2014-07-26T00:03:29.600Z,-33.6728,-178.8163,9.86,4.1,mb,,198,4.478,0.47,us,usb000s0ri,2014-08-25T04:07:56.157Z,"248km S of L'Esperance Rock, New Zealand",earthquake
2014-07-25T23:22:10.820Z,43.4696,147.3106,61.79,5.1,mb,,82,3.387,0.7,us,usb000rxg5,2014-09-06T02:07:30.729Z,"60km SE of Shikotan, Russia",earthquake
2014-07-25T23:22:10.670Z,18.5365,145.4855,193.62,4.9,mb,,34,0.515,0.86,us,usb000rxg7,2014-08-24T03:20:35.630Z,"31km SW of Agrihan, Northern Mariana Islands",earthquake
2014-07-25T22:38:14.000Z,8.6561,126.2616,109.23,4.7,mb,,72,1.715,0.79,us,usb000rxg4,2014-08-24T05:41:07.484Z,"8km SE of Salvacion, Philippines",earthquake
2014-07-25T22:30:45.820Z,-58.0338,-25.1042,58.01,4.6,mb,,70,7.382,1.02,us,usb000s0cm,2014-08-25T04:20:58.507Z,"138km NE of Bristol Island, South Sandwich Islands",earthquake
2014-07-25T21:50:27.410Z,44.9556,149.4603,22.39,4.5,mb,,137,4.98,0.8,us,usb000s0cl,2014-08-25T04:33:54.400Z,"127km ESE of Kuril'sk, Russia",earthquake
2014-07-25T20:03:47.720Z,37.3037,98.9815,15.83,4.4,mb,,45,8.723,1.03,us,usb000rxc9,2014-08-28T16:11:34.000Z,"57km N of Chaka, China",earthquake
2014-07-25T19:40:33.980Z,-2.7342,138.8395,50,4.8,mb,,37,1.875,0.85,us,usb000rxbu,2014-08-28T16:03:14.000Z,"194km W of Abepura, Indonesia",earthquake
2014-07-25T19:17:40.590Z,44.9113,149.6241,10,4.5,mb,,138,5.09,1.23,us,usb000s0cj,2014-08-28T15:09:03.000Z,"141km ESE of Kuril'sk, Russia",earthquake
2014-07-25T19:11:11.980Z,44.6186,149.6943,26.83,4.5,mb,,125,5.115,0.63,us,usb000s0ct,2014-08-28T14:44:54.000Z,"158km ESE of Kuril'sk, Russia",earthquake
2014-07-25T18:28:53.000Z,65.6466,-144.8305,17.2,3.6,ml,,,,0.71,ak,ak11337197,2014-08-27T21:06:38.107Z,"20km NNW of Circle Hot Springs Station, Alaska",earthquake
2014-07-25T17:52:21.140Z,-5.5894,129.3203,228.14,4.4,mb,,74,3.945,1.26,us,usb000s0cg,2014-08-27T20:53:28.000Z,"235km SSE of Saparua, Indonesia",earthquake
2014-07-25T17:05:44.770Z,28.8286,143.6107,23.86,5,mb,,41,2.138,0.62,us,usb000rxa3,2014-08-27T20:30:52.000Z,"237km NE of Chichi-shima, Japan",earthquake
2014-07-25T17:00:36.690Z,58.227,-137.056,8.9,3,ml,,,,1.05,us,usb000s0fz,2014-09-06T14:02:10.020Z,"80km WSW of Gustavus, Alaska",earthquake
